genero;asistentes;precioTicket;diaSemana;duracion
cultural;112;1.9811240604958409;Jueves;1.5
academico;104;2.0125153413982484;Viernes;2.0
academico;12;5.124410165987635;Sábado;3.0
cultural;140;5.203662686969795;Viernes;1.0
deportivo;101;5.165458293253496;Jueves;2.0
cultural;107;4.795086255992312;Sábado;3.0
cultural;100;4.914869080355293;Sábado;2.0
cultural;109;3.0120979905727783;Viernes;1.0
academico;143;4.914628062785829;Sábado;3.0
networking;109;4.965921859020605;Lunes;1.0
deportivo;103;2.934679165185593;Viernes;1.5
networking;104;2.8816814325812423;Jueves;2.5
cultural;151;1.9597863695074116;Viernes;1.5
cultural;104;2.015419196924198;Jueves;1.5
cultural;104;5.167367088169251;Sábado;1.5
deportivo;101;2.85436614464402;Miércoles;1.5
academico;18;5.180716630561236;Sábado;3.0
cultural;97;3.041379781899325;Viernes;2.0
academico;99;3.0419040381657076;Sábado;2.0
deportivo;46;1.9391892885505237;Viernes;1.5
networking;161;1.9728255693613326;Sábado;2.0
academico;50;2.9832645950738432;Lunes;1.5
cultural;107;4.89882181335433;Viernes;2.0
networking;107;2.9244618156339173;Martes;2.0
academico;187;4.9206850986405115;Viernes;1.0
cultural;103;2.994134886757879;Viernes;1.5
cultural;52;2.0414617718919628;Sábado;2.0
academico;46;2.9618283726031294;Lunes;1.5
academico;196;4.825294590801031;Viernes;3.0
cultural;134;5.19056697453574;Sábado;3.0
cultural;45;2.03019168503018;Sábado;2.0
academico;26;1.0448497365353457;Jueves;1.0
cultural;104;2.862837937317648;Viernes;1.5
academico;52;2.971238310581732;Lunes;1.5
academico;188;2.9790615835952203;Miércoles;2.0
deportivo;96;3.1480186911184114;Viernes;1.5
cultural;97;2.8719471465518165;Jueves;2.0
deportivo;104;2.9399595697766028;Viernes;2.0
academico;157;2.942131194539893;Miércoles;1.5
cultural;196;1.970237357754847;Viernes;3.0
cultural;125;2.954571928740912;Viernes;3.0
networking;103;3.0742323611847944;Jueves;2.5
cultural;105;3.0292770889508587;Jueves;2.0
cultural;170;2.898657367292095;Sábado;3.0
academico;95;4.861039991884619;Sábado;2.0
academico;102;1.9184339184123769;Viernes;1.0
deportivo;97;2.9068118409502692;Viernes;1.0
academico;103;2.8539851203824744;Miércoles;2.0
cultural;169;1.0201777412358242;Viernes;2.0
networking;96;1.0219506122795339;Viernes;1.0
networking;100;1.007471360208521;Viernes;1.0
academico;194;5.030832149879601;Viernes;1.5
cultural;47;3.139051462309052;Viernes;3.0
cultural;46;3.136564309674302;Viernes;2.0
networking;103;0.9765749560126702;Viernes;1.0
deportivo;102;2.8551308930079533;Viernes;1.5
networking;45;0.9589055485451241;Sábado;1.5
deportivo;185;1.0153929786566005;Viernes;1.0
cultural;118;3.0122971330533805;Viernes;3.0
networking;54;2.0434216889043175;Miércoles;1.0
deportivo;18;4.815277064376355;Viernes;3.0
networking;96;5.156828341330307;Lunes;2.0
cultural;149;2.0342792205196463;Viernes;1.5
academico;202;4.957029148502581;Viernes;3.0
academico;45;5.1474972095581695;Sábado;2.0
networking;96;1.031810683516967;Viernes;1.0
deportivo;99;1.961454984520222;Viernes;1.0
cultural;48;2.860640340299473;Jueves;2.0
deportivo;23;1.0383128177754322;Viernes;1.5
deportivo;96;3.1204748812252046;Miércoles;1.5
cultural;110;1.9831126307845985;Jueves;1.5
cultural;52;3.120205777194588;Viernes;2.0
academico;99;3.007322309111383;Miércoles;2.0
deportivo;15;4.897599369977003;Viernes;3.0
cultural;104;4.804069397228988;Viernes;3.0
cultural;169;3.0348780581636765;Sábado;3.0
networking;53;3.080787127216544;Martes;1.5
academico;95;3.0630475133492325;Miércoles;2.0
deportivo;22;4.899141161119064;Viernes;3.0
academico;50;2.9734492289964334;Lunes;1.5
cultural;121;1.9945263698793239;Viernes;2.5
cultural;48;2.9359140008777045;Viernes;3.0
cultural;118;1.047039370160699;Viernes;2.0
cultural;101;3.108354031341383;Viernes;2.0
networking;50;2.9535251939618186;Martes;1.5
deportivo;182;1.0108560648791907;Viernes;1.0
networking;96;2.9895244323956582;Viernes;1.0
networking;54;2.9838259600872563;Martes;1.5
cultural;176;1.0239090056882862;Viernes;2.0
cultural;103;4.833654466307605;Viernes;2.0
networking;99;3.0862771782724967;Jueves;2.5
academico;33;1.0089714878504572;Jueves;1.0
networking;46;1.0388276200950715;Sábado;1.0
cultural;52;2.90354772843797;Viernes;3.0
networking;167;2.017493354986557;Sábado;2.0
cultural;101;3.1088707807220355;Viernes;2.0
networking;96;2.9324192189793883;Jueves;2.5
academico;36;2.991187793286069;Sábado;1.0
networking;160;1.9060414754144581;Sábado;2.0
deportivo;54;2.8734499110829077;Viernes;1.5
cultural;103;2.9402306485741616;Jueves;2.0
networking;45;3.1035662736071608;Martes;1.5
cultural;195;3.0193086234017326;Viernes;2.0
academico;46;3.064766003277293;Lunes;1.5
networking;162;2.0656549054391937;Sábado;2.0
cultural;53;2.889388886273835;Viernes;3.0
academico;102;3.0626236854856645;Sábado;2.0
cultural;173;0.9661188879824487;Viernes;2.0
deportivo;107;2.994657942251542;Viernes;2.0
cultural;109;4.760905090397471;Viernes;3.0
networking;97;3.0533198609474184;Viernes;1.0
academico;101;1.9563563232991104;Miércoles;1.5
academico;30;1.0428082364403022;Jueves;1.0
deportivo;24;1.0018551122442902;Lunes;1.0
cultural;128;4.893095267479419;Sábado;3.0
academico;95;2.049214152533218;Miércoles;1.5
academico;49;3.1319560157268675;Sábado;1.5
networking;100;2.8707492451819543;Viernes;1.0
cultural;106;2.9068712944887487;Viernes;2.0
networking;109;4.810203579480189;Sábado;3.0
academico;52;5.136597866539628;Sábado;2.0
networking;104;2.9539032828268317;Jueves;2.5
networking;99;2.885786275417563;Jueves;2.5
cultural;142;5.2442504751780685;Viernes;2.0
cultural;102;5.0353330344872;Viernes;3.0
cultural;157;2.0895478344157596;Viernes;2.0
cultural;168;2.9069855902871797;Sábado;3.0
academico;97;2.081915789361872;Miércoles;1.5
deportivo;101;2.899525086432447;Viernes;1.0
cultural;172;1.0429150576541568;Viernes;2.0
cultural;155;5.064671159385748;Viernes;1.5
deportivo;101;1.9144555013979085;Viernes;1.0
deportivo;22;4.892803943533396;Viernes;3.0
networking;103;3.030253389075179;Jueves;2.5
deportivo;97;1.984022198504154;Viernes;1.0
cultural;47;3.066027694274929;Jueves;2.0
academico;109;2.0078711327021748;Viernes;2.0
deportivo;177;0.9505882595124532;Viernes;1.0
cultural;123;2.07797103111721;Viernes;2.5
cultural;153;2.0607147318906325;Viernes;1.5
networking;98;0.993994251778746;Viernes;1.5
cultural;114;4.987640359276736;Sábado;3.0
cultural;168;3.130410777488566;Sábado;3.0
cultural;101;5.082426292307232;Sábado;2.0
deportivo;48;2.066553676034654;Viernes;1.5
networking;109;3.11903985231192;Martes;2.0
academico;96;4.770531279024719;Sábado;2.0
cultural;106;5.199488956198929;Viernes;2.0
cultural;151;4.770973866630249;Viernes;1.5
networking;52;1.9507305945110442;Miércoles;1.0
academico;156;2.8915667618776357;Miércoles;1.5
deportivo;26;1.0260461879926461;Domingo;3.0
academico;101;2.953573921596153;Sábado;2.0
networking;49;0.9723688859009382;Sábado;1.5
academico;20;0.9560275650293406;Lunes;1.0
cultural;169;1.0139967022004492;Viernes;2.0
academico;101;4.910973046957526;Sábado;2.0
deportivo;95;3.0037899052200467;Viernes;1.5
academico;107;2.0587895316841736;Viernes;2.0
cultural;104;4.895482906664279;Viernes;3.0
cultural;104;4.825825798469628;Viernes;2.0
deportivo;181;1.0444128470134544;Viernes;1.0
cultural;107;4.796562591166273;Viernes;3.0
cultural;100;5.136874918333877;Viernes;2.0
networking;96;5.192516254572544;Lunes;2.0
cultural;106;5.1984273572775415;Viernes;3.0
deportivo;110;5.004642224595575;Viernes;3.0
networking;109;5.208331177270038;Lunes;1.0
deportivo;109;3.0755070260281676;Viernes;2.0
cultural;149;0.9507332447325368;Viernes;1.5
networking;97;1.0301867142344696;Viernes;1.0
cultural;107;5.080829032422754;Viernes;2.0
cultural;28;3.0155550692491424;Jueves;1.5
cultural;175;0.9944944694261106;Viernes;2.0
academico;192;3.075776014534525;Miércoles;2.0
cultural;103;1.9392416792863312;Jueves;1.5
networking;103;4.799955537677716;Sábado;3.0
networking;100;1.0285271333942507;Viernes;1.0
deportivo;28;0.9848506111306844;Lunes;1.0
cultural;197;3.0108209131929113;Viernes;2.0
networking;102;2.8871759042696135;Viernes;1.0
cultural;154;1.9164981596417479;Viernes;2.0
academico;33;1.0466665875840886;Jueves;1.0
deportivo;192;2.907800557560189;Sábado;1.5
networking;103;1.0277393035374671;Viernes;1.0
networking;104;2.896549879263383;Jueves;2.5
cultural;122;0.9621830407259531;Viernes;2.0
deportivo;26;1.033843958428154;Domingo;3.0
networking;49;2.868023723548257;Martes;1.5
cultural;198;2.061332421755659;Viernes;3.0
networking;103;3.066977686531621;Jueves;2.5
deportivo;104;2.9575093830570607;Viernes;2.0
academico;53;4.844944598288;Sábado;2.0
cultural;101;2.925059918123188;Viernes;1.5
academico;195;3.095849314790435;Miércoles;2.0
cultural;102;3.1104852004394576;Viernes;1.5
networking;100;0.9764058500416186;Viernes;1.5
networking;98;4.773183743891415;Lunes;2.0
deportivo;49;2.9071932789799004;Viernes;1.5
academico;50;2.9075742517882386;Sábado;1.5
cultural;100;5.201339064718927;Viernes;2.0
academico;49;3.118700475578887;Lunes;1.5
cultural;53;2.9633725869670022;Viernes;2.0
cultural;98;2.928691144302049;Jueves;1.5
cultural;149;1.9329351433681865;Viernes;1.5
academico;179;5.022886505490667;Viernes;1.0
cultural;200;1.9634200450215984;Viernes;3.0
cultural;20;2.869200951490757;Jueves;1.5
cultural;194;2.0723959825052543;Viernes;3.0
networking;108;4.990190770157542;Lunes;1.0
networking;182;3.049276925809175;Sábado;3.0
cultural;111;3.041296329784047;Viernes;2.0
deportivo;48;2.022529084927027;Sábado;1.5
deportivo;106;4.894930857249499;Viernes;3.0
cultural;104;3.1008188297113364;Viernes;1.5
cultural;138;4.753106646304468;Viernes;1.0
cultural;119;2.9642216186693386;Viernes;3.0
cultural;100;3.065968742691422;Sábado;2.0
networking;164;1.9652274654953226;Sábado;2.0
academico;51;3.0450584572768964;Lunes;1.5
deportivo;99;2.0576583973916933;Viernes;1.0
cultural;103;4.880909044556568;Sábado;2.0
deportivo;179;1.0078144250445278;Viernes;1.0
cultural;126;2.9568151060286647;Viernes;3.0
networking;97;3.0247784729512537;Jueves;2.5
cultural;103;2.8961257077927156;Sábado;3.0
networking;53;1.011128273338316;Sábado;1.5
academico;138;4.793280249281886;Sábado;3.0
cultural;169;1.9844828859307395;Viernes;3.0
networking;95;3.056077665206328;Viernes;1.0
deportivo;50;3.126066906219683;Viernes;1.5
cultural;118;1.03246771310867;Viernes;2.0
cultural;108;5.219551702357268;Sábado;3.0
cultural;116;2.918399975447743;Viernes;2.0
networking;104;2.915535908505609;Martes;2.0
cultural;102;5.137290717457548;Viernes;3.0
academico;15;1.0369515206561315;Lunes;1.0
cultural;28;3.0250108623952388;Jueves;1.5
academico;106;2.0498843781785663;Viernes;2.0
academico;103;1.9707875337303051;Viernes;2.0
academico;100;2.8734084358497123;Miércoles;2.0
academico;100;2.0715269704031303;Viernes;2.0
networking;47;1.0044526236432674;Sábado;1.5
networking;102;0.996943905844134;Viernes;1.0
cultural;171;1.914626815828478;Viernes;3.0
networking;103;3.1255416013248727;Martes;2.0
cultural;145;2.0148444088087056;Viernes;1.5
deportivo;95;3.144288513086013;Miércoles;1.5
cultural;141;1.0141481354221813;Viernes;1.5
networking;184;3.1171998949779307;Sábado;3.0
networking;46;3.0734245403923186;Martes;1.5
cultural;101;2.9358572443903848;Viernes;1.5
deportivo;192;2.996527476881035;Sábado;1.5
cultural;98;3.1107224758663166;Sábado;3.0
cultural;126;2.034205897762812;Viernes;2.5
cultural;137;5.20444639783897;Viernes;2.0
cultural;177;1.9327455775587743;Viernes;3.0
deportivo;24;1.0463871877800714;Domingo;3.0
academico;98;1.9409047095399694;Miércoles;1.5
networking;98;0.9606737263464981;Martes;3.0
cultural;53;3.125575797525134;Jueves;2.0
deportivo;53;3.0663957816929956;Viernes;1.5
academico;107;3.0911170106797554;Miércoles;1.5
cultural;154;2.0814639041853713;Viernes;2.0
networking;187;2.9233110973731686;Sábado;3.0
academico;198;4.960280508728503;Viernes;3.0
deportivo;46;1.9776229425186351;Viernes;1.5
cultural;102;3.0808059240850763;Viernes;2.0
cultural;151;3.084416680891385;Jueves;3.0
cultural;99;3.037309346813027;Sábado;2.0
cultural;171;2.0319521262356726;Viernes;3.0
deportivo;46;2.968609406546446;Viernes;1.5
cultural;51;3.1118930023495617;Viernes;3.0
cultural;126;5.027684770946417;Sábado;3.0
cultural;99;2.853857852160633;Sábado;3.0
cultural;134;5.065622746591993;Viernes;2.0
networking;108;2.9548194127499747;Martes;2.0
cultural;109;5.13731705100967;Viernes;3.0
cultural;109;5.229115106138684;Viernes;2.0
cultural;193;2.0229857387563928;Viernes;3.0
deportivo;52;2.010816364260156;Viernes;1.5
deportivo;51;3.017977869511242;Viernes;1.5
networking;186;2.96780506358942;Sábado;3.0
networking;47;1.0037459589854878;Sábado;1.5
academico;99;2.0150432729252743;Viernes;1.0
cultural;151;1.9943670177354378;Viernes;2.0
cultural;102;4.881328935349153;Sábado;2.0
cultural;52;3.090431413961405;Jueves;2.0
deportivo;49;3.0955172143775416;Viernes;1.5
cultural;143;5.174803144137226;Viernes;1.0
networking;104;4.940235240421004;Lunes;2.0
cultural;119;2.0589848676958646;Viernes;2.5
cultural;46;3.115836538873432;Viernes;3.0
deportivo;178;1.0031873974548282;Viernes;1.0
cultural;138;4.931457587633791;Viernes;2.0
cultural;172;2.986382572897946;Sábado;3.0
academico;180;5.17834845587183;Viernes;1.0
networking;169;2.041386246067509;Sábado;2.0
cultural;105;3.076880674653047;Viernes;2.0
deportivo;19;1.0113788280994052;Domingo;3.0
networking;165;1.9053136395239092;Sábado;2.0
cultural;108;5.010614478593998;Viernes;2.0
cultural;121;1.9982172217601624;Viernes;2.5
deportivo;99;3.1394946915147406;Viernes;1.5
deportivo;104;2.9510010109159936;Viernes;2.0
academico;99;2.0513242483580627;Miércoles;1.5
networking;166;1.9143313892348752;Sábado;2.0
cultural;95;2.942169969704798;Sábado;3.0
deportivo;47;1.9705733907407024;Sábado;1.5
networking;97;1.0228031169473761;Martes;3.0
networking;48;2.9666303486936854;Martes;1.5
academico;96;4.753176317936475;Sábado;2.0
academico;157;2.9602911855021725;Miércoles;1.5
academico;202;4.771868783313322;Viernes;3.0
cultural;21;3.0938333199764823;Jueves;1.5
academico;103;3.0183142909900607;Miércoles;2.0
cultural;172;2.048359323158033;Viernes;3.0
academico;194;3.062473913639995;Miércoles;2.0
cultural;103;3.125831171578601;Sábado;2.0
academico;190;2.9464566747919694;Miércoles;2.0
